button.numClicks,button.timesOn,button.timesOff,workID,Age,Gender,Hours slept (last night),date,expName,psychopyVersion,OS,frameRate,space_key_responce.keys,space_key_responce.rt,demo_encoding_response.keys,demo_encoding_response.corr,demo_encoding_loop.thisRepN,demo_encoding_loop.thisTrialN,demo_encoding_loop.thisN,demo_encoding_loop.thisIndex,demo_encoding_loop.ran,DemoImage,DemoCorrect,demo_encoding_response.rt,demo_test_response.keys,demo_test_response.corr,demo_test_response.rt,demo_test_loop.thisRepN,demo_test_loop.thisTrialN,demo_test_loop.thisN,demo_test_loop.thisIndex,demo_test_loop.ran,DemoImage1,DemoImage2,DemoCorrectTest,test_encoding_response.keys,test_encoding_response.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,target_image,pair,layer,correct,test_encoding_response.rt,key_resp_end.keys,key_resp_end.rt,test_test_response.keys,test_test_response.corr,test_test_response.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,image1,image2,key_resp_end_2.keys,key_resp_end_2.rt
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,right,1,1.4996,0,1,1,1,1,flower2_pair.jpg,flower2.jpg,right,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,left,1,1.506400001,0,2,2,2,1,flower3.jpg,flower3_pair.jpg,left,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,left,1,1.0593,0,3,3,3,1,flower4.jpg,flower4_pair.jpg,left,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,right,1,1.6378,0,4,4,4,1,flower5_pair.jpg,flower5.jpg,right,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,left,1,1.2627,0,5,5,5,1,flower6.jpg,flower6_pair.jpg,left,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,space,1.031400001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,2592380177-354626.jpg,2986408339-146952.jpg,1,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,2460547467-349422.jpg,2868487415-213924.jpg,2,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,2,2,1,2446759347-347016.jpg,2964224310-219528.jpg,1,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,3,3,1,2898618444-142233.jpg,2898631359-142721.jpg,1,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,4,4,4,1,2864910426-287204.jpg,2864902304-137862.jpg,1,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,5,5,5,1,2458347385-199723.jpg,2427874554-121863.jpg,2,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,6,6,6,1,2898617468-68274.jpg,2964207374-144577.jpg,3,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,7,7,7,1,2460547467-349421.jpg,2981235446-294901.jpg,3,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,8,8,8,1,2901952513-70703.jpg,2238481198-19821.jpg,3,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,9,9,9,1,2874303365-214262.jpg,2864911457-362260.jpg,3,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,10,10,10,1,2898633421-291973.jpg,2238550049-105691.jpg,3,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,11,11,11,1,2981231403-71642.jpg,2981244403-72215.jpg,2,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,12,12,12,1,2238480677-317399.jpg,2238573546-258454.jpg,2,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13,13,13,1,left.jpg,,,left,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,14,14,14,1,2874302418-65978.jpg,2238481198-19823.jpg,2,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,15,15,15,1,2898634397-367080.jpg,2237944827-301472.jpg,1,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,16,16,16,1,2874302418-65979.jpg,2238578544-111698.jpg,3,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,17,17,17,1,2238572663-35822.jpg,2238571930-184143.jpg,2,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18,18,18,1,left.jpg,,,left,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,19,19,19,1,2446758985-197609.jpg,2981240424-145795.jpg,1,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,20,20,20,1,2512875899-126682.jpg,2986447332-371497.jpg,3,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,21,21,21,1,2452381505-199546.jpg,2238567168-34916.jpg,2,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,22,22,22,1,2868475410-213219.jpg,2901946465-218350.jpg,1,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,23,23,23,1,2864907432-362042.jpg,2864901420-212147.jpg,1,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,24,24,24,1,2883256307-365057.jpg,2864904453-63933.jpg,3,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,25,25,25,1,2592380177-354629.jpg,2898633421-291974.jpg,1,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,0,0,26,26,26,1,left.jpg,,,left,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,27,27,27,1,2964223381-294447.jpg,2898628438-68785.jpg,3,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,28,28,28,1,2898624426-291546.jpg,2981236443-71859.jpg,2,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,29,29,29,1,2901939379-143480.jpg,2901942428-69919.jpg,1,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,30,30,30,1,2460547508-51571.jpg,2460547291-274110.jpg,1,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,31,31,31,1,2449442529-124446.jpg,2460547536-274181.jpg,2,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,32,32,32,1,2874307433-66280.jpg,2981231422-369714.jpg,3,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,33,33,33,1,2964218374-144967.jpg,2981231446-294732.jpg,3,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,34,34,34,1,2238481198-19822.jpg,2862691449-137104.jpg,1,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,35,35,35,1,2883268471-290842.jpg,2883268471-290843.jpg,1,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,36,36,36,1,2592379964-131054.jpg,2238479053-19457.jpg,2,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,37,37,37,1,2449442529-124445.jpg,2898632385-217137.jpg,3,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,38,38,38,1,2898635427-367120.jpg,2901946439-144040.jpg,1,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,39,39,39,1,2575120738-55529.jpg,2898632385-217138.jpg,1,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,right,1,0,40,40,40,1,right.jpg,,,right,1.6033,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,41,41,41,1,2868474407-362883.jpg,2238516618-25604.jpg,1,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,42,42,42,1,2964216465-219242.jpg,2898619327-366362.jpg,3,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,43,43,43,1,2883268412-365898.jpg,2984615361-295510.jpg,2,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,44,44,44,1,2898618390-216538.jpg,2986449336-296644.jpg,1,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,45,45,45,1,2883254439-140941.jpg,2898632385-217136.jpg,2,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,46,46,46,1,2446759803-49249.jpg,2446760601-272099.jpg,1,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,47,47,47,1,2238580740-186218.jpg,2964220333-71258.jpg,3,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,48,48,48,1,2901941401-292798.jpg,2898618327-366317.jpg,1,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,49,49,49,1,2898635428-69104.jpg,2901943411-292945.jpg,2,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,right,1,0,50,50,50,1,right.jpg,,,right,2.571599999,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,51,51,51,1,2449441881-272368.jpg,2449441881-272367.jpg,3,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,52,52,52,1,2986451363-73599.jpg,2860302315-210704.jpg,2,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,53,53,53,1,2238560245-182099.jpg,2549106624-127823.jpg,1,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,54,54,54,1,2452380832-348593.jpg,2449442181-272436.jpg,3,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,55,55,55,1,2964213381-294060.jpg,2964213381-294061.jpg,3,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,56,56,56,1,2238428357-313623.jpg,2575121987-353817.jpg,3,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,57,57,57,1,2238481928-19949.jpg,2864900357-361688.jpg,2,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,58,58,58,1,2874299429-139695.jpg,2901942443-69923.jpg,2,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,59,59,59,1,2238425482-313537.jpg,2238436322-314047.jpg,2,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,60,60,60,1,2874301407-363895.jpg,2901947323-70275.jpg,3,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,61,61,61,1,2901948350-218459.jpg,2417208001-267065.jpg,2,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,62,62,62,1,2981241414-145842.jpg,2874301404-139813.jpg,2,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,63,63,63,1,2901939379-143479.jpg,2446758985-197610.jpg,2,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,1,0,64,64,64,1,2901947423-70311.jpg,2238577590-185467.jpg,3,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,9.7748,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,,left,1,1.446,0,0,0,0,1,2238425482-313537.jpg,2238436322-314047.jpg,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,right,,,,left,0,0.140799999,0,1,1,1,1,2898632385-217137.jpg,2449442529-124445.jpg,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,left,,,,right,0,0.0111,0,2,2,2,1,2874303365-214262.jpg,2864911457-362260.jpg,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,,right,0,0.0092,0,3,3,3,1,2874302418-65978.jpg,2238481198-19823.jpg,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,right,,,,right,1,0.01,0,4,4,4,1,2981236443-71859.jpg,2898624426-291546.jpg,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,,left,1,0.0096,0,5,5,5,1,2868475410-213219.jpg,2901946465-218350.jpg,,
,,,ACR6012D868PP,38,male,8,2022-10-18_08h48.54.805,memory_pilot_most_recent,2022.2.4,Win32,11.03326529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,,left,1,0.0092,0,6,6,6,1,2575120738-55529.jpg,2898632385-217138.jpg,,
