button.numClicks,button.timesOn,button.timesOff,workID,Age,Gender,Hours slept (last night),date,expName,psychopyVersion,OS,frameRate,space_key_responce.keys,space_key_responce.rt,demo_encoding_response.keys,demo_encoding_response.corr,demo_encoding_loop.thisRepN,demo_encoding_loop.thisTrialN,demo_encoding_loop.thisN,demo_encoding_loop.thisIndex,demo_encoding_loop.ran,DemoImage,DemoCorrect,demo_encoding_response.rt,demo_test_response.keys,demo_test_response.corr,demo_test_response.rt,demo_test_loop.thisRepN,demo_test_loop.thisTrialN,demo_test_loop.thisN,demo_test_loop.thisIndex,demo_test_loop.ran,DemoImage1,DemoImage2,DemoCorrectTest,test_encoding_response.keys,test_encoding_response.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,target_image,pair,layer,correct,test_encoding_response.rt,key_resp_end.keys,key_resp_end.rt,test_test_response.keys,test_test_response.corr,test_test_response.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,image1,image2
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,,,,right,1,0.1017,0,5,5,5,1,2446759803-49251.jpg,2449442529-124446.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,,left,1,0.0073,0,6,6,6,1,2868475410-213219.jpg,2901946465-218350.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,left,,,,right,0,0.1033,0,7,7,7,1,2898624426-291546.jpg,2981235446-294900.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,,left,1,0.0077,0,8,8,8,1,2898617468-68274.jpg,2901943387-368037.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,right,,,,right,1,0.007200001,0,9,9,9,1,2458347252-348911.jpg,2458347385-199723.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,,left,1,0.0082,0,10,10,10,1,2981231403-71642.jpg,2274829821-263682.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,,right,0,0.105,0,11,11,11,1,2964213381-294060.jpg,2458348012-349114.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,,,,left,0,0.1038,0,12,12,12,1,2238481630-168218.jpg,2238480677-317399.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,,right,0,0.0073,0,13,13,13,1,2981241414-145842.jpg,2856919327-359676.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,right,,,,left,0,0.1067,0,14,14,14,1,2989726338-74002.jpg,2864907432-362042.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,left,,,,right,0,0.1061,0,15,15,15,1,2883254439-140941.jpg,2981231446-294730.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,,left,1,0.0072,0,16,16,16,1,2901948350-218459.jpg,2417208001-267065.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,,,,right,1,0.007599999,0,17,17,17,1,2512876023-52283.jpg,2898633421-291973.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,,left,1,0.0076,0,18,18,18,1,2901947423-70311.jpg,2238573447-333826.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,right,,,,left,0,0.2005,0,19,19,19,1,2981241419-145844.jpg,2238481928-19949.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,,right,0,0.0076,0,20,20,20,1,2883268471-290842.jpg,2883255450-215310.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,right,,,,right,1,0.1095,0,21,21,21,1,2898633321-291943.jpg,2874302418-65978.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,,,,right,1,0.1085,0,22,22,22,1,2452380171-273112.jpg,2449442529-124445.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,right,,,,left,0,0.3105,0,23,23,23,1,2864909447-362144.jpg,2446758985-197609.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,,,,right,1,0.1061,0,24,24,24,1,2460547467-349423.jpg,2901939379-143479.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,right,,,,left,0,0.0087,0,25,25,25,1,2449441881-272367.jpg,2449441881-272368.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,,left,1,0.6011,0,26,26,26,1,2238560245-182099.jpg,2874314526-289684.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,right,,,,right,1,0.0075,0,27,27,27,1,2864903351-286874.jpg,2238572663-35822.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,right,,,,left,0,0.1081,0,28,28,28,1,2901941438-69836.jpg,2964223381-294447.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,,right,0,0.0075,0,29,29,29,1,2452381505-199546.jpg,2238567168-34916.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,left,,,,right,0,0.4012,0,30,30,30,1,2874302418-65979.jpg,2238578544-111698.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,right,,,,left,0,0.0075,0,31,31,31,1,2981229442-369621.jpg,2901939379-143480.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,right,,,,right,1,0.1065,0,32,32,32,1,2901943411-292945.jpg,2898635428-69104.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,,,,left,0,0.0087,0,33,33,33,1,2446760601-272099.jpg,2446759803-49249.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,left,,,,right,0,0.110400001,0,34,34,34,1,2460547467-349421.jpg,2981235446-294901.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,right,,,,right,1,0.1047,0,35,35,35,1,2898633480-217190.jpg,2238425482-313537.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,right,,,,right,1,0.103299999,0,36,36,36,1,2238480803-19737.jpg,2238481198-19822.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,right,,,,left,0,0.0078,0,37,37,37,1,2238479053-19457.jpg,2592379964-131054.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,,left,1,0.1021,0,38,38,38,1,2512875899-126682.jpg,2460547536-274179.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,,left,1,0.1079,0,39,39,39,1,2898635427-367120.jpg,2901946439-144040.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,left,,,,left,1,0.2046,0,40,40,40,1,2460547467-349422.jpg,2864909447-362146.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,,right,0,0.1092,0,41,41,41,1,2874301407-363895.jpg,2986397322-371109.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,,,,left,0,0.0072,0,42,42,42,1,2898633421-291974.jpg,2592380177-354629.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,,,,right,1,0.104200001,0,43,43,43,1,2984626312-370849.jpg,2883268412-365898.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,right,,,,left,0,0.0075,0,44,44,44,1,2901942443-69923.jpg,2874299429-139695.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,,,,right,1,0.0073,0,45,45,45,1,2237944827-301472.jpg,2898634397-367080.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,,left,1,0.1035,0,46,46,46,1,2874303365-214262.jpg,2609793677-355397.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,left,,,,right,0,0.1029,0,47,47,47,1,2901952513-70703.jpg,2238481198-19821.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,right,,,,left,0,0.107900001,0,48,48,48,1,2238434559-90406.jpg,2986451363-73599.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,right,,,,right,1,0.007200001,0,49,49,49,1,2883273443-68193.jpg,2901941401-292798.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,right,,,,left,0,0.0077,0,50,50,50,1,2238328478-11678.jpg,2452380832-348593.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,,right,0,0.0073,0,51,51,51,1,2238580740-186218.jpg,2238550816-254000.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,left,,,,left,1,0.0075,0,52,52,52,1,2883256307-365057.jpg,2864904453-63933.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,,right,0,0.0075,0,53,53,53,1,2964218374-144967.jpg,2883254439-140940.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,,right,0,0.106799999,0,54,54,54,1,2868474407-362883.jpg,2238516618-25604.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,,left,1,0.1088,0,55,55,55,1,2446759347-347016.jpg,2901951350-218702.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,right,,,,right,1,0.102099999,0,56,56,56,1,2864901386-286797.jpg,2592380177-354626.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,left,,,,left,1,0.105299999,0,57,57,57,1,2864910426-287204.jpg,2874299429-139694.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,,right,0,0.007400001,0,58,58,58,1,2964216465-219242.jpg,2238544191-252422.jpg
,,,A17QEFBJIP3K04,32,MALE,5,2022-10-19_07h28.43.511,memory_pilot_most_recent,2022.2.4,Win32,16.13345595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,left,,,,right,0,0.1059,0,59,59,59,1,2460547508-51571.jpg,2460547291-274110.jpg
